experiment,condition,subject,trial,cat,x,y,xt,yt,resp,rt,fb
2,relearn,79,0,B,49.37220964122548,24.31244816648413,2.468610482061274,0.3818990427530459,A,715,Incorrect
2,relearn,79,1,A,56.10836040743656,84.47836818312115,2.8054180203718277,1.3269831043567357,B,1539,Incorrect
2,relearn,79,2,B,75.27004794182726,61.67235903191644,3.7635023970913632,0.9687471503211041,A,1350,Incorrect
2,relearn,79,3,B,70.23374270493814,59.45948598551092,3.5116871352469072,0.9339874217915318,A,1878,Incorrect
2,relearn,79,4,B,50.840349816152326,26.205093830396706,2.5420174908076163,0.4116286513210275,B,1189,Correct
2,relearn,79,5,A,58.54683682082029,84.36304432889406,2.927341841041015,1.3251716014906183,A,1231,Correct
2,relearn,79,6,B,43.682375626243896,35.428588293603944,2.1841187813121947,0.5565109635512174,B,750,Correct
2,relearn,79,7,B,32.66066675660542,20.304920346139433,1.633033337830271,0.3189489429557878,B,678,Correct
2,relearn,79,8,A,41.43233339840135,70.45521250998169,2.071616669920067,1.1067078901423308,A,1342,Correct
2,relearn,79,9,A,34.164851211958556,47.876157750997976,1.708242560597928,0.7520369273632064,107,1189,Incorrect
2,relearn,79,10,A,28.771458555030726,41.535190971121025,1.4385729277515364,0.6524332541016146,A,2172,Correct
2,relearn,79,11,A,64.6892963901615,79.23503267432582,3.234464819508075,1.2446209827830461,B,1687,Incorrect
2,relearn,79,12,B,61.7241901752284,49.04504142628499,3.08620950876142,0.7703977091991198,A,6483,Incorrect
2,relearn,79,13,B,70.01196652832084,38.9344063270928,3.500598326416042,0.6115802244453735,B,889,Correct
2,relearn,79,14,A,64.83791385595826,79.90432139120004,3.2418956927979132,1.255134145363359,A,858,Correct
2,relearn,79,15,B,52.48684814573949,41.31487692915414,2.6243424072869748,0.6489725692229854,B,588,Correct
2,relearn,79,16,B,70.76283721469812,60.53695672561,3.5381418607349064,0.950912292599298,A,427,Incorrect
2,relearn,79,17,B,72.6410982030026,60.768741132710375,3.6320549101501296,0.954553153552114,A,735,Incorrect
2,relearn,79,18,A,30.534871322651032,47.62817471386881,1.5267435661325515,0.7481416189249072,B,659,Incorrect
2,relearn,79,19,B,59.745919058435696,43.84069149623077,2.987295952921785,0.6886479716642755,B,1070,Correct
2,relearn,79,20,A,64.28583721853278,78.1190293066726,3.2142918609266387,1.227090842877042,B,791,Incorrect
2,relearn,79,21,B,85.79544119662728,62.17329368255679,4.289772059831364,0.9766158134130055,A,1253,Incorrect
2,relearn,79,22,A,30.23337332051978,45.54763741569302,1.511668666025989,0.7154606154675638,B,606,Incorrect
2,relearn,79,23,B,62.225968366282416,41.12580357237643,3.111298418314121,0.6460026118797733,A,447,Incorrect
2,relearn,79,24,B,71.66450431307662,39.96219803756672,3.5832252156538313,0.6277247388806002,B,749,Correct
2,relearn,79,25,B,49.87477555680968,27.726841710815364,2.493738777840484,0.43553221112972296,B,1266,Correct
2,relearn,79,26,A,34.40182652217659,54.2812006501585,1.7200913261088295,0.8526471059528572,A,732,Correct
2,relearn,79,27,B,46.65682066515053,16.517337835331144,2.3328410332575267,0.2594537360016853,B,664,Correct
2,relearn,79,28,A,43.45769195403374,62.416456471634056,2.172884597701687,0.9804354055719633,A,568,Correct
2,relearn,79,29,A,21.172588314765868,38.258101241002734,1.0586294157382934,0.6009568489951437,A,744,Correct
2,relearn,79,30,A,15.02822449163249,40.78777284979536,0.7514112245816245,0.6406928377060316,A,611,Correct
2,relearn,79,31,B,39.091046063905765,12.73845355681194,1.9545523031952883,0.2000951605608758,B,540,Correct
2,relearn,79,32,A,56.284542232926,76.25962386809799,2.8142271116463,1.1978833705476872,B,635,Incorrect
2,relearn,79,33,A,12.156665570713702,35.80716551632433,0.607833278535685,0.5624576406597914,100,915,Correct
2,relearn,79,34,A,42.21132299517211,57.97522692980735,2.1105661497586055,0.9106727350644195,B,836,Incorrect
2,relearn,79,35,A,40.81718434583626,49.53594556093506,2.040859217291813,0.7781088133142876,A,729,Correct
2,relearn,79,36,B,80.29117309451922,49.38548452858288,4.014558654725961,0.7757453769448418,B,1769,Correct
2,relearn,79,37,A,47.1266049361483,66.30929501538436,2.3563302468074148,1.0415839704252492,A,603,Correct
2,relearn,79,38,B,50.156839119786554,22.588504508040625,2.5078419559893277,0.35481939909020177,B,556,Correct
2,relearn,79,39,B,32.73932660424315,13.926838180900347,1.6369663302121578,0.21876226258425188,A,523,Incorrect
2,relearn,79,40,B,76.90730988087222,61.42726746106264,3.845365494043611,0.9648972609288486,B,520,Correct
2,relearn,79,41,B,79.28872234264603,59.78546042453027,3.964436117132301,0.9391078163059381,B,611,Correct
2,relearn,79,42,B,52.813225586641536,21.769130098154825,2.6406612793320767,0.34194869595701827,B,1198,Correct
2,relearn,79,43,A,63.21468010977824,74.72885556286806,3.1607340054889117,1.1738381182373951,B,670,Incorrect
2,relearn,79,44,A,10.170197732405416,33.636992459609885,0.5085098866202707,0.5283686419998285,A,1683,Correct
2,relearn,79,45,B,48.95049319319121,17.97408156645591,2.4475246596595603,0.2823362130210081,A,934,Incorrect
2,relearn,79,46,A,23.517854274420642,50.4125514721788,1.1758927137210322,0.7918785067685712,A,596,Correct
2,relearn,79,47,A,39.90604913694854,48.52793705126468,1.995302456847427,0.7622750526706054,B,493,Incorrect
2,relearn,79,48,A,42.305650039548524,50.11384075425956,2.1152825019774264,0.787186369783753,B,1081,Incorrect
2,relearn,79,49,A,38.96408283346896,48.423904476942106,1.9482041416734477,0.760640912814476,A,942,Correct
2,relearn,79,50,A,31.483870219626,40.53295835953601,1.5741935109813,0.6366902210528966,A,600,Correct
2,relearn,79,51,B,55.76853149649237,30.31500591335052,2.7884265748246184,0.47618699935456577,A,932,Incorrect
2,relearn,79,52,B,58.966703448005866,33.013849589400124,2.9483351724002933,0.5185803366838891,B,535,Correct
