experiment,condition,subject,trial,cat,x,y,xt,yt,resp,rt,fb
2,new_learn,56,0,B,51.740727631585386,22.506402190456136,2.5870363815792694,0.3535297389013711,A,1738,Incorrect
2,new_learn,56,1,B,62.540048329549336,42.7926312721249,3.127002416477467,0.6721850801614222,B,1231,Correct
2,new_learn,56,2,A,56.956617556919355,69.67768966812217,2.8478308778459676,1.0944945899024103,B,928,Incorrect
2,new_learn,56,3,B,74.66139896086675,51.30240262557879,3.733069948043337,0.8058562560001203,B,885,Correct
2,new_learn,56,4,B,73.38473245700276,56.556681407597964,3.669236622850138,0.8883902741076408,B,934,Correct
2,new_learn,56,5,A,64.24638175371945,84.65567378824477,3.212319087685972,1.329768214289219,A,1070,Correct
2,new_learn,56,6,A,32.494836558400095,52.51437805086773,1.6247418279200048,0.8248939214622156,A,678,Correct
2,new_learn,56,7,B,89.54638632735139,64.51387593524025,4.477319316367569,1.0133815934637704,B,670,Correct
2,new_learn,56,8,A,41.17684355953064,48.59660037296388,2.058842177976532,0.7633536136057115,A,689,Correct
2,new_learn,56,9,A,33.62468773338517,56.668628673843315,1.6812343866692587,0.8901487376537702,A,637,Correct
2,new_learn,56,10,B,58.25618323001254,44.32733116732891,2.912809161500627,0.6962920897426118,B,641,Correct
2,new_learn,56,11,B,33.72092134354994,10.29488414761449,1.686046067177497,0.1617116620385185,A,581,Incorrect
2,new_learn,56,12,A,26.528526233432864,45.800285386062015,1.3264263116716433,0.7194292005058419,B,1175,Incorrect
2,new_learn,56,13,A,45.41038995124442,76.00187528541073,2.270519497562221,1.1938346652784702,B,962,Incorrect
2,new_learn,56,14,A,62.97637130108738,73.6196579866823,3.1488185650543694,1.1564148834537713,B,492,Incorrect
2,new_learn,56,15,B,53.82642854605745,30.14745593662575,2.6913214273028725,0.4735551304746272,B,1096,Correct
2,new_learn,56,16,B,53.41766837748191,25.719208511494294,2.6708834188740957,0.40399638257927273,B,705,Correct
2,new_learn,56,17,A,24.224594796819886,39.81697138555896,1.2112297398409944,0.6254435239653352,A,1067,Correct
2,new_learn,56,18,A,26.84005971596453,56.99750753441294,1.3420029857982263,0.8953147547152028,A,628,Correct
2,new_learn,56,19,B,89.12836504092266,67.20650411344161,4.456418252046133,1.0556772979812017,B,1886,Correct
2,new_learn,56,20,A,57.97919934904247,67.2738669809128,2.8989599674521234,1.0567354314290631,B,1411,Incorrect
