experiment,condition,subject,trial,cat,x,y,xt,yt,resp,rt,fb
2,new_learn,60,0,A,15.702218477215904,41.07194311356456,0.7851109238607953,0.6451565737711615,A,2085,Correct
2,new_learn,60,1,A,56.102081562569246,75.55724442282609,2.805104078128462,1.186850420021194,B,921,Incorrect
2,new_learn,60,2,B,84.82126690357913,67.20139480346629,4.241063345178957,1.0555970411277849,B,926,Correct
2,new_learn,60,3,B,78.97406496848657,52.37113589566549,3.9487032484243287,0.822643878949877,B,836,Correct
2,new_learn,60,4,B,34.09601424355884,17.261128834158395,1.704800712177942,0.27113717769029483,A,681,Incorrect
2,new_learn,60,5,A,41.6655846738916,74.00263682375888,2.0832792336945802,1.1624307009589718,B,1117,Incorrect
2,new_learn,60,6,A,49.80986495839224,66.02114825762112,2.490493247919612,1.0370577717385254,A,1365,Correct
2,new_learn,60,7,A,42.103606162495396,72.98291504985377,2.10518030812477,1.1464129487909427,A,905,Correct
2,new_learn,60,8,B,39.27812282868601,17.477904424819346,1.9639061414343004,0.274542280705785,B,1112,Correct
2,new_learn,60,9,A,19.556680194164933,48.215642077585464,0.9778340097082466,0.757369534695287,A,1328,Correct
2,new_learn,60,10,B,69.37981275570766,40.81746087444629,3.4689906377853834,0.6411591761067463,B,731,Correct
2,new_learn,60,11,B,67.17335669866458,53.606228973030454,3.358667834933229,0.842044675641624,B,620,Correct
2,new_learn,60,12,B,63.16417037732867,46.3216203118493,3.158208518866433,0.7276183103704076,B,653,Correct
2,new_learn,60,13,A,58.87907331486248,69.86923761782016,2.943953665743124,1.0975034180603171,A,875,Correct
2,new_learn,60,14,A,19.449986212691744,36.092920731925304,0.9724993106345872,0.5669462730900764,B,745,Incorrect
2,new_learn,60,15,B,36.503237097648935,20.06681466121773,1.8251618548824466,0.3152087876031479,A,1020,Incorrect
2,new_learn,60,16,A,60.304039104330826,84.70067551337102,3.0152019552165417,1.3304750997344963,B,866,Incorrect
2,new_learn,60,17,A,54.35970583713139,64.48900628590583,2.7179852918565697,1.0129909419255387,B,652,Incorrect
2,new_learn,60,18,A,47.48011118334279,59.99758487971031,2.3740055591671396,0.9424398594561398,A,1873,Correct
2,new_learn,60,19,A,25.303036746116724,39.96923389852242,1.2651518373058364,0.6278352579260508,A,1991,Correct
2,new_learn,60,20,A,47.40979400211208,60.74939665242745,2.370489700105604,0.9542492911663923,A,963,Correct
2,new_learn,60,21,B,76.55924941561274,48.43912343764216,3.827962470780637,0.7608799716901288,B,621,Correct
2,new_learn,60,22,A,47.26352552955927,69.81216103920688,2.3631762764779634,1.0966068612599995,B,631,Incorrect
2,new_learn,60,23,A,55.06234580167889,77.96147769716447,2.753117290083944,1.224616027982082,A,664,Correct
2,new_learn,60,24,B,44.449068102360506,19.541171250135225,2.2224534051180256,0.30695200020982444,B,2461,Correct
2,new_learn,60,25,B,35.008836935600485,22.7013713672713,1.750441846780024,0.35659230756916593,B,1071,Correct
2,new_learn,60,26,B,52.407022031970584,32.531647874106,2.6203511015985295,0.5110059298523072,B,923,Correct
2,new_learn,60,27,A,64.8218014537335,88.83313656845597,3.2410900726866747,1.3953876461940002,A,940,Correct
2,new_learn,60,28,B,40.817845061213646,22.81541725493753,2.040892253060682,0.35838373618348773,A,1719,Incorrect
2,new_learn,60,29,B,45.86291518359177,17.78161359542169,2.2931457591795885,0.2793129332017459,B,672,Correct
2,new_learn,60,30,B,53.51537294491528,35.75408345920991,2.6757686472457642,0.561623829656451,B,780,Correct
2,new_learn,60,31,A,60.7014431722455,73.02768953991577,3.035072158612275,1.147116264836178,A,1379,Correct
2,new_learn,60,32,B,86.43092368254817,60.18431412616778,4.321546184127408,0.9453729956005454,A,979,Incorrect
2,new_learn,60,33,A,57.395418268644065,80.93719836920346,2.869770913432203,1.2713585389941469,B,1149,Incorrect
2,new_learn,60,34,A,41.71722218664871,60.465700814075056,2.0858611093324355,0.949793007358283,A,1125,Correct
2,new_learn,60,35,B,81.88660318840766,60.44830157482625,4.094330159420383,0.9495197007472724,B,1011,Correct
2,new_learn,60,36,A,17.826903603522187,47.995454299576906,0.8913451801761093,0.7539108331662773,B,1118,Incorrect
2,new_learn,60,37,B,42.77539280222363,29.472507343292257,2.1387696401111813,0.4629530627627909,B,794,Correct
2,new_learn,60,38,B,35.285335083182346,15.580107266145582,1.7642667541591175,0.24473175264731956,A,3138,Incorrect
2,new_learn,60,39,B,68.91175381336518,36.34725040547258,3.445587690668259,0.5709412742601064,B,622,Correct
2,new_learn,60,40,A,43.936313100646515,75.92110474619678,2.1968156550323257,1.1925659246153646,B,701,Incorrect
2,new_learn,60,41,A,49.29021808671287,59.76243977525868,2.4645109043356435,0.9387462087927756,A,1574,Correct
2,new_learn,60,42,B,45.756659296798944,26.828110256804834,2.2878329648399474,0.4214149704623752,A,2165,Incorrect
2,new_learn,60,43,B,49.67590196277357,42.50982081295174,2.4837950981386787,0.6677427038569383,B,1052,Correct
2,new_learn,60,44,B,53.234763821548384,28.756799392526446,2.661738191077419,0.4517107485615825,B,3818,Correct
2,new_learn,60,45,A,26.004180132704086,37.682905920705764,1.3002090066352041,0.5919217020320227,A,892,Correct
2,new_learn,60,46,A,21.674103884505765,53.01699119328206,1.0837051942252882,0.8327889502412484,A,930,Correct
2,new_learn,60,47,B,38.13509569699307,29.21664004631888,1.9067547848496533,0.45893390866046374,B,2611,Correct
2,new_learn,60,48,B,61.54275885979966,47.856393085254034,3.0771379429899834,0.7517264647196973,B,1113,Correct
2,new_learn,60,49,B,69.78290767027906,49.219427082110705,3.489145383513953,0.7731369526752875,B,1936,Correct
2,new_learn,60,50,B,58.61786550608392,48.50677048403769,2.930893275304196,0.761942569010095,B,721,Correct
2,new_learn,60,51,A,18.559990586271923,42.49553278512557,0.9279995293135961,0.6675182680406734,A,719,Correct
