experiment,condition,subject,trial,cat,x,y,xt,yt,resp,rt,fb
2,relearn,75,0,B,82.67970199746762,66.49530068306309,4.133985099873382,1.044505740620777,B,1623,Correct
2,relearn,75,1,B,43.386377840098376,22.400565391026483,2.1693188920049185,0.3518672583435329,B,1166,Correct
2,relearn,75,2,A,48.65177413667811,67.54069041029831,2.4325887068339056,1.0609266840568787,B,19078,Incorrect
2,relearn,75,3,A,23.99419816048719,39.782523274220495,1.1997099080243594,0.6249024142977804,A,1282,Correct
2,relearn,75,4,A,65.54217390298945,88.47495813006331,3.277108695149473,1.3897613924403571,B,3281,Incorrect
2,relearn,75,5,B,53.29131147987561,44.45647041798984,2.66456557399378,0.6983206043484442,A,1023,Incorrect
2,relearn,75,6,B,82.06381238564018,67.66832825005525,4.1031906192820085,1.0629316145553813,B,1014,Correct
2,relearn,75,7,B,75.30089583836337,59.203799410944946,3.765044791918169,0.9299711064701417,B,1136,Correct
2,relearn,75,8,B,87.25996354649396,59.60305760502821,4.362998177324698,0.9362426395172294,B,797,Correct
2,relearn,75,9,B,49.509654412764974,27.845420301787044,2.4754827206382486,0.4373948392810713,B,823,Correct
2,relearn,75,10,A,30.773157958292366,51.315690461783966,1.5386578979146182,0.8060649808431416,A,739,Correct
2,relearn,75,11,B,79.71432694841933,63.219542280174196,3.9857163474209667,0.9930502479535229,B,726,Correct
2,relearn,75,12,A,58.90107433118131,69.93508387111946,2.9450537165590656,1.0985377285884745,B,621,Incorrect
2,relearn,75,13,A,54.37544287997882,66.21899162662838,2.718772143998941,1.0401654881116988,B,1979,Incorrect
2,relearn,75,14,B,75.38599109778947,60.714793774516,3.7692995548894737,0.9537057504311938,B,853,Correct
2,relearn,75,15,A,32.9884588177944,53.08268219879269,1.64942294088972,0.8338208221428439,B,724,Incorrect
2,relearn,75,16,B,33.52276907326981,18.39251193053243,1.6761384536634905,0.2889089018101165,107,1211,Incorrect
2,relearn,75,17,A,40.721201516235546,57.16733309525327,2.0360600758117773,0.8979823683868416,B,1093,Incorrect
2,relearn,75,18,A,33.25454912607836,53.23524667369584,1.662727456303918,0.8362172993106165,B,996,Incorrect
2,relearn,75,19,A,32.387391932989324,46.80643173361362,1.6193695966494661,0.7352337103753636,A,487,Correct
