experiment,condition,subject,trial,cat,x,y,xt,yt,resp,rt,fb
2,relearn,53,0,A,58.02607101460475,70.86124466991086,2.901303550730238,1.1130858283961043,B,439,Incorrect
2,relearn,53,1,B,49.64299833488198,24.53932761539492,2.482149916744099,0.3854628568027891,B,1000,Correct
2,relearn,53,2,B,46.360042298803236,31.03224992707221,2.318002114940162,0.4874534419762622,B,591,Correct
2,relearn,53,3,A,30.762192521740047,46.642251627622834,1.5381096260870024,0.7326547753011323,A,894,Correct
2,relearn,53,4,A,55.872216161200186,69.77362668979292,2.7936108080600093,1.0960015651148507,A,1112,Correct
2,relearn,53,5,B,67.17282540639674,37.807140182763135,3.3586412703198367,0.5938731692570407,B,471,Correct
2,relearn,53,6,A,58.129573432473485,69.14302602360561,2.9064786716236743,1.0860961130136364,A,404,Correct
2,relearn,53,7,A,52.51170236932573,77.41411859427289,2.6255851184662866,1.2160181312994838,A,719,Correct
2,relearn,53,8,B,71.33228355007982,60.1915006410072,3.566614177503991,0.9454858811116678,A,1079,Incorrect
2,relearn,53,9,B,39.51974199160257,24.553671366278454,1.9759870995801287,0.38568816791479227,B,1045,Correct
2,relearn,53,10,A,52.388704613691196,78.16683206976452,2.61943523068456,1.2278417269237965,A,787,Correct
2,relearn,53,11,B,86.36820488066367,67.77199166177365,4.318410244033183,1.064559955618884,B,858,Correct
2,relearn,53,12,A,56.10025442401131,83.24749626187224,2.8050127212005656,1.3076486134302079,A,728,Correct
2,relearn,53,13,A,10.957908887973275,31.32620571578591,0.5478954443986638,0.49207088870777804,B,585,Incorrect
2,relearn,53,14,A,43.03967356783852,63.47259010584233,2.151983678391926,0.9970251139041523,A,1166,Correct
2,relearn,53,15,A,10.774564338215715,35.61546186173379,0.5387282169107857,0.5594463666951517,A,1013,Correct
2,relearn,53,16,B,69.26113781532537,39.43386973591639,3.463056890766268,0.619425777324859,B,676,Correct
2,relearn,53,17,A,67.86766813516742,89.08764888068359,3.393383406758371,1.3993855162457125,A,628,Correct
2,relearn,53,18,B,46.927251892079006,39.333118463581165,2.34636259460395,0.6178431800398182,B,586,Correct
2,relearn,53,19,A,64.90263375977948,84.4089472710581,3.2451316879889736,1.3258926432200218,A,502,Correct
2,relearn,53,20,B,52.10417880059603,24.72423326572971,2.6052089400298017,0.38836734796628414,B,499,Correct
2,relearn,53,21,A,36.26922523171594,50.496990515487234,1.8134612615857972,0.7932048721592407,A,497,Correct
2,relearn,53,22,B,61.61875344788906,40.65413245179937,3.080937672394453,0.6385936192431966,B,464,Correct
